Date,Price
02/03/2014,931.7
02/04/2014,926.6
02/05/2014,904.5
02/06/2014,828.9
02/07/2014,695.7
02/08/2014,648.8
02/09/2014,659.6
02/10/2014,582.6
02/11/2014,579
02/12/2014,531.1
02/13/2014,451.4
02/14/2014,427.7
02/15/2014,371.1
02/16/2014,299.8
02/17/2014,272.3
02/18/2014,294
02/19/2014,261.5
02/20/2014,111.9
02/21/2014,111.6
02/22/2014,255.6
02/23/2014,310.2
02/24/2014,174
02/25/2014,135.8
02/26/2014,593.1
02/27/2014,596.5
02/28/2014,573.9
03/01/2014,557.4
03/02/2014,544.6
03/03/2014,662.2
03/04/2014,661.8
03/05/2014,658.3
03/06/2014,648.3
03/07/2014,616.7
03/08/2014,609.2
03/09/2014,627
03/10/2014,613
03/11/2014,608.7
03/12/2014,619.4
03/13/2014,625
03/14/2014,614
03/15/2014,624
03/16/2014,619.1
03/17/2014,606.4
03/18/2014,598.9
03/19/2014,595
03/20/2014,566
03/21/2014,549.6
03/22/2014,564.3
03/23/2014,551.2
03/24/2014,567.6
03/25/2014,562.9
03/26/2014,562.5
03/27/2014,460.5
03/28/2014,482.6
03/29/2014,477.1
03/30/2014,446.9
03/31/2014,444.7
04/01/2014,463.5
04/02/2014,424.4
04/03/2014,436.3
04/04/2014,444.4
04/05/2014,456.6
04/06/2014,455.7
04/07/2014,462.4
04/08/2014,466.6
04/09/2014,457.3
04/10/2014,384.6
04/11/2014,435.1
04/12/2014,437.6
04/13/2014,427.6
04/14/2014,478.4
04/15/2014,526.4
04/16/2014,537
04/17/2014,502
04/18/2014,485.5
04/19/2014,506
04/20/2014,498.5
04/21/2014,495.2
04/22/2014,487.9
04/23/2014,487.3
04/24/2014,500.3
04/25/2014,464.5
04/26/2014,457.9
04/27/2014,443.2
04/28/2014,441.9
04/29/2014,446.1
04/30/2014,445.6
05/01/2014,460.1
05/02/2014,453.7
05/03/2014,438.6
05/04/2014,436
05/05/2014,430.9
05/06/2014,432.2
05/07/2014,446.5
05/08/2014,441.1
05/09/2014,445.5
05/10/2014,451.9
05/11/2014,433.2
05/12/2014,438.2
05/13/2014,433.9
05/14/2014,442.6
05/15/2014,448.1
05/16/2014,453.6
05/17/2014,452.8
05/18/2014,450.1
05/19/2014,443.9
05/20/2014,484.6
05/21/2014,488.8
05/22/2014,515.4
05/23/2014,518.1
05/24/2014,520.5
05/25/2014,570.4
05/26/2014,582
05/27/2014,570.1
05/28/2014,570.8
05/29/2014,564.4
05/30/2014,612.3
05/31/2014,627.9
06/01/2014,649.8
06/02/2014,655.5
06/03/2014,669.4
06/04/2014,638.9
06/05/2014,660.2
06/06/2014,650.4
06/07/2014,651.7
06/08/2014,651
06/09/2014,644.3
06/10/2014,655.6
06/11/2014,643
06/12/2014,597.1
06/13/2014,610.3
06/14/2014,583.4
06/15/2014,582.3
06/16/2014,599.1
06/17/2014,605.1
06/18/2014,606.2
06/19/2014,600.2
06/20/2014,590.8
06/21/2014,597
06/22/2014,603.6
06/23/2014,591.2
06/24/2014,588.8
06/25/2014,568.5
06/26/2014,582.7
06/27/2014,602.2
06/28/2014,597.6
06/29/2014,601.1
06/30/2014,635.1
07/01/2014,643.2
07/02/2014,645.7
07/03/2014,638
07/04/2014,624
07/05/2014,623
07/06/2014,626.7
07/07/2014,613.6
07/08/2014,615.3
07/09/2014,623
07/10/2014,618.4
07/11/2014,632.9
07/12/2014,635.9
07/13/2014,628
07/14/2014,618.3
07/15/2014,619.6
07/16/2014,614.8
07/17/2014,626.6
07/18/2014,627.5
07/19/2014,627
07/20/2014,621
07/21/2014,625.1
07/22/2014,622.5
07/23/2014,621.7
07/24/2014,601.9
07/25/2014,600.5
07/26/2014,596
07/27/2014,595
07/28/2014,587.9
07/29/2014,585.8
07/30/2014,564.6
07/31/2014,589.5
08/01/2014,598.8
08/02/2014,591.7
08/03/2014,588.9
08/04/2014,592.8
08/05/2014,588.8
08/06/2014,589.8
08/07/2014,592.8
08/08/2014,595.8
08/09/2014,589.5
08/10/2014,592.1
08/11/2014,575.9
08/12/2014,567.7
08/13/2014,542.1
08/14/2014,504.8
08/15/2014,496.5
08/16/2014,522
08/17/2014,485.5
08/18/2014,462.2
08/19/2014,485.1
08/20/2014,516.8
08/21/2014,517.9
08/22/2014,516.1
08/23/2014,497.7
08/24/2014,509.7
08/25/2014,502.9
08/26/2014,512.6
08/27/2014,515.2
08/28/2014,510.8
08/29/2014,512.6
08/30/2014,506
08/31/2014,481.8
09/01/2014,477.2
09/02/2014,478.9
09/03/2014,480
09/04/2014,491
09/05/2014,483.6
09/06/2014,484.5
09/07/2014,485.8
09/08/2014,475.7
09/09/2014,474.9
09/10/2014,479.7
09/11/2014,478.5
09/12/2014,477.7
09/13/2014,478.2
09/14/2014,477.7
09/15/2014,477.7
09/16/2014,466.8
09/17/2014,461.1
09/18/2014,424.3
09/19/2014,397.7
09/20/2014,411.5
09/21/2014,401.6
09/22/2014,404.1
09/23/2014,436.9
09/24/2014,423.8
09/25/2014,412.3
09/26/2014,404.5
09/27/2014,399
09/28/2014,379.1
09/29/2014,376.8
09/30/2014,388.2
10/01/2014,382.8
10/02/2014,375.1
10/03/2014,363.5
10/04/2014,335.3
10/05/2014,322.9
10/06/2014,331.5
10/07/2014,331.6
10/08/2014,350.9
10/09/2014,360.9
10/10/2014,361.7
10/11/2014,361.2
10/12/2014,373.2
10/13/2014,387.3
10/14/2014,397.1
10/15/2014,393.2
10/16/2014,379.8
10/17/2014,380.5
10/18/2014,390.9
10/19/2014,387.3
10/20/2014,380.4
10/21/2014,382.4
10/22/2014,378.9
10/23/2014,355.8
10/24/2014,355.1
10/25/2014,346.7
10/26/2014,348.7
10/27/2014,350.1
10/28/2014,351.1
10/29/2014,335.1
10/30/2014,344.9
10/31/2014,337.9
11/01/2014,325.4
11/02/2014,322.5
11/03/2014,324.2
11/04/2014,328
11/05/2014,338
11/06/2014,347.7
11/07/2014,341.9
11/08/2014,343.5
11/09/2014,362
11/10/2014,367.1
11/11/2014,365.4
11/12/2014,432
11/13/2014,428.7
11/14/2014,396.5
11/15/2014,374.9
11/16/2014,385.6
11/17/2014,384.7
11/18/2014,379.2
11/19/2014,381.4
11/20/2014,357.3
11/21/2014,351.8
11/22/2014,352
11/23/2014,365.9
11/24/2014,378.9
11/25/2014,376.4
11/26/2014,365.4
11/27/2014,368.8
11/28/2014,377.6
11/29/2014,376.3
11/30/2014,374.9
12/01/2014,378.6
12/02/2014,380.6
12/03/2014,377
12/04/2014,369.8
12/05/2014,377.6
12/06/2014,376.3
12/07/2014,376.5
12/08/2014,365
12/09/2014,352.2
12/10/2014,347.9
12/11/2014,347.7
12/12/2014,353.4
12/13/2014,348.2
12/14/2014,349.4
12/15/2014,345.4
12/16/2014,330.2
12/17/2014,320
12/18/2014,310.3
12/19/2014,317.8
12/20/2014,330.4
12/21/2014,322.6
12/22/2014,330.8
12/23/2014,335.3
12/24/2014,322.4
12/25/2014,319
12/26/2014,330
12/27/2014,315.3
12/28/2014,316.5
12/29/2014,314.1
12/30/2014,311.3
12/31/2014,318.2
01/01/2015,314.9
01/02/2015,315.2
01/03/2015,287.1
01/04/2015,264.7
01/05/2015,274.8
01/06/2015,282.3
01/07/2015,291.3
01/08/2015,282.7
01/09/2015,288
01/10/2015,273.4
01/11/2015,264.8
01/12/2015,269.3
01/13/2015,221.3
01/14/2015,164.9
01/15/2015,209.8
01/16/2015,206.9
01/17/2015,199.6
01/18/2015,210.6
01/19/2015,215.9
01/20/2015,210.6
01/21/2015,228.2
01/22/2015,232.7
01/23/2015,232.2
01/24/2015,248.2
01/25/2015,252.1
01/26/2015,269.2
01/27/2015,263.3
01/28/2015,236.2
01/29/2015,234
01/30/2015,231.8
01/31/2015,218.5
02/01/2015,225.3
02/02/2015,238.9
02/03/2015,227.4
02/04/2015,226.6
02/05/2015,216.5
02/06/2015,223
02/07/2015,227.7
02/08/2015,223.7
02/09/2015,220.3
02/10/2015,219.7
02/11/2015,218.8
02/12/2015,221.8
02/13/2015,236.2
02/14/2015,258.6
02/15/2015,233.3
02/16/2015,235.8
02/17/2015,243.2
02/18/2015,235.2
02/19/2015,241.9
02/20/2015,244.5
02/21/2015,244.4
02/22/2015,235.7
02/23/2015,238.8
02/24/2015,238.9
02/25/2015,237.3
02/26/2015,236.5
02/27/2015,253.5
02/28/2015,254.1
03/01/2015,257.9
03/02/2015,273.8
03/03/2015,280.6
03/04/2015,271.9
03/05/2015,275.2
03/06/2015,272.6
03/07/2015,274.9
03/08/2015,274.5
03/09/2015,290
03/10/2015,291.4
03/11/2015,295.6
03/12/2015,293.9
03/13/2015,287.2
03/14/2015,281.6
03/15/2015,284.9
03/16/2015,290.4
03/17/2015,285.4
03/18/2015,255.9
03/19/2015,260.9
03/20/2015,261.8
03/21/2015,259.7
03/22/2015,268.6
03/23/2015,265.5
03/24/2015,246.7
03/25/2015,246.4
03/26/2015,248
03/27/2015,247.2
03/28/2015,252
03/29/2015,242.1
03/30/2015,246.8
03/31/2015,244.1
04/01/2015,246.2
04/02/2015,252.6
04/03/2015,254.5
04/04/2015,252.9
04/05/2015,259.6
04/06/2015,255
04/07/2015,253
04/08/2015,244.6
04/09/2015,243.3
04/10/2015,234.7
04/11/2015,236.5
04/12/2015,235.9
04/13/2015,223.6
04/14/2015,218
04/15/2015,223
04/16/2015,228
04/17/2015,222.6
04/18/2015,223.4
04/19/2015,223
04/20/2015,224.2
04/21/2015,233.7
04/22/2015,233.8
04/23/2015,235.4
04/24/2015,231.1
04/25/2015,226.1
04/26/2015,218.7
04/27/2015,229
04/28/2015,225.8
04/29/2015,225.4
04/30/2015,235.8
05/01/2015,233.2
05/02/2015,235.3
05/03/2015,240
05/04/2015,239
05/05/2015,235.8
05/06/2015,230
05/07/2015,237.7
05/08/2015,243.7
05/09/2015,241.4
05/10/2015,240
05/11/2015,241.8
05/12/2015,241.6
05/13/2015,236.4
05/14/2015,236.9
05/15/2015,237.2
05/16/2015,236.2
05/17/2015,236.3
05/18/2015,232.6
05/19/2015,232
05/20/2015,234
05/21/2015,235.4
05/22/2015,240.4
05/23/2015,238.9
05/24/2015,241
05/25/2015,237.4
05/26/2015,237.8
05/27/2015,237.3
05/28/2015,237.3
05/29/2015,237
05/30/2015,233.2
05/31/2015,229.8
06/01/2015,223.1
06/02/2015,225.7
06/03/2015,225.6
06/04/2015,224.2
06/05/2015,225.3
06/06/2015,224.7
06/07/2015,223.5
06/08/2015,228.6
06/09/2015,229.6
06/10/2015,228.8
06/11/2015,229.9
06/12/2015,230.5
06/13/2015,232.5
06/14/2015,233.8
06/15/2015,237
06/16/2015,249.8
06/17/2015,247.4
06/18/2015,248.4
06/19/2015,244.1
06/20/2015,245
06/21/2015,244.1
06/22/2015,247.5
06/23/2015,243.8
06/24/2015,240.6
06/25/2015,242.6
06/26/2015,242.9
06/27/2015,250.7
06/28/2015,248.9
06/29/2015,257
06/30/2015,264.1
07/01/2015,257.6
07/02/2015,254.9
07/03/2015,255.4
07/04/2015,260.5
07/05/2015,270.1
07/06/2015,269.1
07/07/2015,266.2
07/08/2015,268.6
07/09/2015,269.1
07/10/2015,283.6
07/11/2015,292
07/12/2015,310.4
07/13/2015,290.4
07/14/2015,287
07/15/2015,283.4
07/16/2015,276.6
07/17/2015,279.6
07/18/2015,274
07/19/2015,273.2
07/20/2015,277.7
07/21/2015,275.1
07/22/2015,276.5
07/23/2015,275.5
07/24/2015,288.4
07/25/2015,288.7
07/26/2015,291.8
07/27/2015,293
07/28/2015,293.7
07/29/2015,288.4
07/30/2015,287
07/31/2015,283.7
08/01/2015,280.5
08/02/2015,281.4
08/03/2015,281.6
08/04/2015,284.3
08/05/2015,281.7
08/06/2015,278
08/07/2015,277.9
08/08/2015,258.6
08/09/2015,263.9
08/10/2015,263.3
08/11/2015,269
08/12/2015,267.7
08/13/2015,263.4
08/14/2015,265
08/15/2015,260.5
08/16/2015,257.1
08/17/2015,257.1
08/18/2015,246.7
08/19/2015,226
08/20/2015,234.7
08/21/2015,232.4
08/22/2015,229.5
08/23/2015,226.8
08/24/2015,211.4
08/25/2015,220.5
08/26/2015,225
08/27/2015,222.7
08/28/2015,231.6
08/29/2015,228.5
08/30/2015,228.4
08/31/2015,229.5
09/01/2015,227.2
09/02/2015,228.6
09/03/2015,226.2
09/04/2015,230.3
09/05/2015,233.7
09/06/2015,239.9
09/07/2015,239.6
09/08/2015,243.2
09/09/2015,237.4
09/10/2015,238.1
09/11/2015,239.9
09/12/2015,235.6
09/13/2015,230.2
09/14/2015,229.9
09/15/2015,229.5
09/16/2015,228.6
09/17/2015,232.7
09/18/2015,232.2
09/19/2015,231.1
09/20/2015,231.1
09/21/2015,226.3
09/22/2015,230
09/23/2015,229.9
09/24/2015,233.8
09/25/2015,235
09/26/2015,234.3
09/27/2015,232.5
09/28/2015,238.9
09/29/2015,236.7
09/30/2015,235.9
10/01/2015,237.1
10/02/2015,236.7
10/03/2015,238.6
10/04/2015,238.3
10/05/2015,240.1
10/06/2015,246.1
10/07/2015,243
10/08/2015,242.6
10/09/2015,244
10/10/2015,245.4
10/11/2015,247.6
10/12/2015,245.4
10/13/2015,248.8
10/14/2015,252.3
10/15/2015,254.4
10/16/2015,262.9
10/17/2015,269.6
10/18/2015,261.7
10/19/2015,263.8
10/20/2015,269.8
10/21/2015,267.1
10/22/2015,274.4
10/23/2015,276.9
10/24/2015,282.6
10/25/2015,287.9
10/26/2015,285.1
10/27/2015,294.7
10/28/2015,303.5
10/29/2015,313.6
10/30/2015,327.1
10/31/2015,311.2
11/01/2015,323
11/02/2015,359.3
11/03/2015,396.5
11/04/2015,400.9
11/05/2015,382.7
11/06/2015,369.8
11/07/2015,385.1
11/08/2015,371.6
11/09/2015,380.2
11/10/2015,336.7
11/11/2015,304.7
11/12/2015,333.9
11/13/2015,333.8
11/14/2015,331.8
11/15/2015,317.5
11/16/2015,330.2
11/17/2015,333.9
11/18/2015,335.9
11/19/2015,325
11/20/2015,321.1
11/21/2015,324.7
11/22/2015,322.8
11/23/2015,322.1
11/24/2015,318.4
11/25/2015,327.5
11/26/2015,353.7
11/27/2015,359.5
11/28/2015,355.8
11/29/2015,370.8
11/30/2015,378
12/01/2015,361.8
12/02/2015,360
12/03/2015,360.3
12/04/2015,361.7
12/05/2015,386.7
12/06/2015,393.4
12/07/2015,394.3
12/08/2015,410.7
12/09/2015,416
12/10/2015,415.5
12/11/2015,449.8
12/12/2015,432.3
12/13/2015,434.7
12/14/2015,442
12/15/2015,462.6
12/16/2015,454
12/17/2015,455.5
12/18/2015,463.2
12/19/2015,461.2
12/20/2015,441.8
12/21/2015,437.6
12/22/2015,437
12/23/2015,442.4
12/24/2015,453
12/25/2015,454
12/26/2015,415.4
12/27/2015,422.4
12/28/2015,421.8
12/29/2015,431.9
12/30/2015,427.1
12/31/2015,430
01/01/2016,434
01/02/2016,433.7
01/03/2016,430.7
01/04/2016,433.3
01/05/2016,431.2
01/06/2016,430.8
01/07/2016,457
01/08/2016,452.9
01/09/2016,448.3
01/10/2016,446.2
01/11/2016,447.7
01/12/2016,445
01/13/2016,432.2
01/14/2016,429.1
01/15/2016,372.3
01/16/2016,385
01/17/2016,382.5
01/18/2016,384.4
01/19/2016,379.5
01/20/2016,414.6
01/21/2016,410.2
01/22/2016,382.6
01/23/2016,388.6
01/24/2016,402.1
01/25/2016,392.8
01/26/2016,389.8
01/27/2016,395
01/28/2016,379.7
01/29/2016,380.3
01/30/2016,377.8
01/31/2016,369.8
02/01/2016,372.2
02/02/2016,373.9
02/03/2016,368
02/04/2016,390.6
02/05/2016,386.5
02/06/2016,376.7
02/07/2016,377.9
02/08/2016,372.6
02/09/2016,375.3
02/10/2016,381.9
02/11/2016,379.5
02/12/2016,384
02/13/2016,390.1
02/14/2016,405.5
02/15/2016,401.1
02/16/2016,406.4
02/17/2016,417.1
02/18/2016,421.4
02/19/2016,420
02/20/2016,440.1
02/21/2016,437.9
02/22/2016,437.8
02/23/2016,419.9
02/24/2016,422.7
02/25/2016,423.5
02/26/2016,427.3
02/27/2016,431.3
02/28/2016,432.5
02/29/2016,436.2
03/01/2016,434
03/02/2016,425.4
03/03/2016,419.6
03/04/2016,409.5
03/05/2016,399
03/06/2016,406
03/07/2016,414.9
03/08/2016,411.9
03/09/2016,412.8
03/10/2016,415.8
03/11/2016,419.1
03/12/2016,410.4
03/13/2016,412.4
03/14/2016,414.3
03/15/2016,415.1
03/16/2016,415.9
03/17/2016,418.2
03/18/2016,408.2
03/19/2016,408.7
03/20/2016,411.5
03/21/2016,411.1
03/22/2016,416.2
03/23/2016,417
03/24/2016,414.7
03/25/2016,415.7
03/26/2016,416.5
03/27/2016,424.6
03/28/2016,422.2
03/29/2016,415
03/30/2016,412.4
03/31/2016,415.7
04/01/2016,415.6
04/02/2016,418.5
04/03/2016,419.1
04/04/2016,419.3
04/05/2016,422.1
04/06/2016,421.3
04/07/2016,420.1
04/08/2016,417.7
04/09/2016,418
04/10/2016,420.3
04/11/2016,421.4
04/12/2016,424.7
04/13/2016,423.5
04/14/2016,424
04/15/2016,428.7
04/16/2016,430
04/17/2016,426.3
04/18/2016,427.7
04/19/2016,434.9
04/20/2016,441.2
04/21/2016,449.3
04/22/2016,445.3
04/23/2016,450.1
04/24/2016,457.6
04/25/2016,461.7
04/26/2016,466
04/27/2016,447
04/28/2016,448.5
04/29/2016,455
04/30/2016,448.5
05/01/2016,452.2
05/02/2016,444.2
05/03/2016,450.3
05/04/2016,445.8
05/05/2016,448.1
05/06/2016,459.6
05/07/2016,458.5
05/08/2016,457.9
05/09/2016,460.4
05/10/2016,449.4
05/11/2016,452.5
05/12/2016,454.4
05/13/2016,455.4
05/14/2016,456.4
05/15/2016,458.1
05/16/2016,454.9
05/17/2016,453.3
05/18/2016,454.2
05/19/2016,442.7
05/20/2016,442.1
05/21/2016,443.6
05/22/2016,439.6
05/23/2016,443.7
05/24/2016,446.1
05/25/2016,449.8
05/26/2016,453.3
05/27/2016,474
05/28/2016,524.2
05/29/2016,516
05/30/2016,532.3
05/31/2016,528.9
06/01/2016,537.4
06/02/2016,537.1
06/03/2016,567
06/04/2016,572
06/05/2016,574.9
06/06/2016,583.6
06/07/2016,575.6
06/08/2016,580.5
06/09/2016,574.7
06/10/2016,577.9
06/11/2016,591.6
06/12/2016,666.5
06/13/2016,700.1
06/14/2016,685.1
06/15/2016,690.8
06/16/2016,761.2
06/17/2016,743.9
06/18/2016,753.8
06/19/2016,761
06/20/2016,734
06/21/2016,667.4
06/22/2016,590.6
06/23/2016,620.8
06/24/2016,656.9
06/25/2016,663.5
06/26/2016,625.4
06/27/2016,644.7
06/28/2016,644.9
06/29/2016,636.5
06/30/2016,670
07/01/2016,674.6
07/02/2016,698.1
07/03/2016,661.6
07/04/2016,675.2
07/05/2016,663.7
07/06/2016,672.7
07/07/2016,635.3
07/08/2016,662.8
07/09/2016,651.8
07/10/2016,647.1
07/11/2016,646.7
07/12/2016,670.6
07/13/2016,661.2
07/14/2016,657.3
07/15/2016,664.2
07/16/2016,660.7
07/17/2016,676.3
07/18/2016,670.4
07/19/2016,671.1
07/20/2016,664.4
07/21/2016,664.6
07/22/2016,651.1
07/23/2016,655.2
07/24/2016,659.3
07/25/2016,654
07/26/2016,654.4
07/27/2016,654.5
07/28/2016,654.1
07/29/2016,655.4
07/30/2016,654.7
07/31/2016,621.9
08/01/2016,607
08/02/2016,513.4
08/03/2016,566.4
08/04/2016,576.2
08/05/2016,574.7
08/06/2016,586.5
08/07/2016,590.8
08/08/2016,589.2
08/09/2016,585.3
08/10/2016,590.9
08/11/2016,587.8
08/12/2016,587.1
08/13/2016,584.6
08/14/2016,569.1
08/15/2016,567
08/16/2016,580.2
08/17/2016,572.3
08/18/2016,573.4
08/19/2016,574.6
08/20/2016,582.6
08/21/2016,580.7
08/22/2016,587.5
08/23/2016,583.6
08/24/2016,579.7
08/25/2016,578
08/26/2016,579.4
08/27/2016,570.3
08/28/2016,575
08/29/2016,574.2
08/30/2016,577.3
08/31/2016,573.9
09/01/2016,572
09/02/2016,575.3
09/03/2016,598.8
09/04/2016,609.5
09/05/2016,605.8
09/06/2016,610.4
09/07/2016,613.2
09/08/2016,625.6
09/09/2016,623.2
09/10/2016,624.5
09/11/2016,605.6
09/12/2016,608
09/13/2016,608.6
09/14/2016,609.5
09/15/2016,608.1
09/16/2016,607.8
09/17/2016,607.1
09/18/2016,610.7
09/19/2016,609.8
09/20/2016,609.2
09/21/2016,597.2
09/22/2016,595.6
09/23/2016,602.9
09/24/2016,602.6
09/25/2016,601.5
09/26/2016,606.5
09/27/2016,605.5
09/28/2016,604.7
09/29/2016,604.7
09/30/2016,608.1
10/01/2016,613.4
10/02/2016,610.7
10/03/2016,611.6
10/04/2016,609
10/05/2016,611.8
10/06/2016,611
10/07/2016,616
10/08/2016,617.7
10/09/2016,615.8
10/10/2016,617.3
10/11/2016,640.5
10/12/2016,636
10/13/2016,635.6
10/14/2016,637.9
10/15/2016,637
10/16/2016,640.1
10/17/2016,637.4
10/18/2016,635.3
10/19/2016,629.1
10/20/2016,628.3
10/21/2016,630.5
10/22/2016,655.5
10/23/2016,653
10/24/2016,650.5
10/25/2016,651
10/26/2016,674.7
10/27/2016,682.3
10/28/2016,686.2
10/29/2016,715
10/30/2016,697.3
10/31/2016,698.7
11/01/2016,726.8
11/02/2016,733.5
11/03/2016,684.9
11/04/2016,702.1
11/05/2016,702.1
11/06/2016,709.9
11/07/2016,705.4
11/08/2016,710.9
11/09/2016,721.4
11/10/2016,714.6
11/11/2016,715
11/12/2016,704.3
11/13/2016,702
11/14/2016,704.6
11/15/2016,711.1
11/16/2016,740.3
11/17/2016,737.5
11/18/2016,747
11/19/2016,747.9
11/20/2016,728.5
11/21/2016,736.2
11/22/2016,749.3
11/23/2016,741.1
11/24/2016,735.3
11/25/2016,740.4
11/26/2016,734.1
11/27/2016,729.4
11/28/2016,733.3
11/29/2016,732.6
11/30/2016,742.5
12/01/2016,752.6
12/02/2016,770.9
12/03/2016,764.2
12/04/2016,766.4
12/05/2016,754.3
12/06/2016,758.2
12/07/2016,765.6
12/08/2016,768.5
12/09/2016,770.5
12/10/2016,774
12/11/2016,767.9
12/12/2016,778.5
12/13/2016,778.7
12/14/2016,776.5
12/15/2016,775.2
12/16/2016,782
12/17/2016,787.2
12/18/2016,789
12/19/2016,789.8
12/20/2016,799.1
12/21/2016,829.2
12/22/2016,860.2
12/23/2016,917.2
12/24/2016,891.1
12/25/2016,891.1
12/26/2016,898.4
12/27/2016,925.8
12/28/2016,972.2
12/29/2016,971.1
12/30/2016,959
12/31/2016,963.4
01/01/2017,995.4
01/02/2017,"1,017.00"
01/03/2017,"1,033.30"
01/04/2017,"1,135.40"
01/05/2017,989.3
01/06/2017,886.2
01/07/2017,888.9
01/08/2017,900.9
01/09/2017,899.8
01/10/2017,904.4
01/11/2017,785.4
01/12/2017,810.1
01/13/2017,824.8
01/14/2017,819.6
01/15/2017,821.2
01/16/2017,827.3
01/17/2017,899.7
01/18/2017,872
01/19/2017,895.2
01/20/2017,892.9
01/21/2017,919.8
01/22/2017,918.8
01/23/2017,921.5
01/24/2017,893.8
01/25/2017,894.4
01/26/2017,915.6
01/27/2017,918
01/28/2017,918.5
01/29/2017,914.5
01/30/2017,920.7
01/31/2017,965.5
02/01/2017,982.4
02/02/2017,"1,004.00"
02/03/2017,"1,013.00"
02/04/2017,"1,031.80"
02/05/2017,"1,016.10"
02/06/2017,"1,024.70"
02/07/2017,"1,049.60"
02/08/2017,"1,055.50"
02/09/2017,979
02/10/2017,997.6
02/11/2017,"1,008.30"
02/12/2017,996.5
02/13/2017,995.4
02/14/2017,"1,008.30"
02/15/2017,"1,008.20"
02/16/2017,"1,031.90"
02/17/2017,"1,049.40"
02/18/2017,"1,052.30"
02/19/2017,"1,048.90"
02/20/2017,"1,077.60"
02/21/2017,"1,119.00"
02/22/2017,"1,120.50"
02/23/2017,"1,171.90"
02/24/2017,"1,176.50"
02/25/2017,"1,149.10"
02/26/2017,"1,171.60"
02/27/2017,"1,188.80"
02/28/2017,"1,189.30"
03/01/2017,"1,222.70"
03/02/2017,"1,255.50"
03/03/2017,"1,283.30"
03/04/2017,"1,264.30"
03/05/2017,"1,271.20"
03/06/2017,"1,277.00"
03/07/2017,"1,232.70"
03/08/2017,"1,147.00"
03/09/2017,"1,191.30"
03/10/2017,"1,112.40"
03/11/2017,"1,179.20"
03/12/2017,"1,225.10"
03/13/2017,"1,238.20"
03/14/2017,"1,243.10"
03/15/2017,"1,253.40"
03/16/2017,"1,172.90"
03/17/2017,"1,071.70"
03/18/2017,971.4
03/19/2017,"1,022.60"
03/20/2017,"1,047.50"
03/21/2017,"1,121.30"
03/22/2017,"1,044.70"
03/23/2017,"1,035.00"
03/24/2017,939.7
03/25/2017,966.3
03/26/2017,969.4
03/27/2017,"1,045.10"
03/28/2017,"1,044.40"
03/29/2017,"1,041.90"
03/30/2017,"1,037.90"
03/31/2017,"1,079.10"
04/01/2017,"1,086.10"
04/02/2017,"1,097.40"
04/03/2017,"1,147.60"
04/04/2017,"1,141.80"
04/05/2017,"1,129.90"
04/06/2017,"1,188.70"
04/07/2017,"1,190.50"
04/08/2017,"1,180.80"
04/09/2017,"1,204.30"
04/10/2017,"1,206.70"
04/11/2017,"1,220.70"
04/12/2017,"1,212.50"
04/13/2017,"1,176.20"
04/14/2017,"1,177.30"
04/15/2017,"1,177.00"
04/16/2017,"1,176.80"
04/17/2017,"1,194.00"
04/18/2017,"1,206.10"
04/19/2017,"1,215.20"
04/20/2017,"1,238.10"
04/21/2017,"1,249.60"
04/22/2017,"1,240.90"
04/23/2017,"1,249.10"
04/24/2017,"1,248.20"
04/25/2017,"1,264.30"
04/26/2017,"1,286.60"
04/27/2017,"1,332.90"
04/28/2017,"1,329.60"
04/29/2017,"1,336.30"
04/30/2017,"1,351.90"
05/01/2017,"1,415.80"
05/02/2017,"1,445.90"
05/03/2017,"1,485.60"
05/04/2017,"1,516.80"
05/05/2017,"1,507.80"
05/06/2017,"1,545.30"
05/07/2017,"1,554.40"
05/08/2017,"1,664.50"
05/09/2017,"1,697.50"
05/10/2017,"1,752.30"
05/11/2017,"1,819.30"
05/12/2017,"1,686.40"
05/13/2017,"1,763.70"
05/14/2017,"1,772.60"
05/15/2017,"1,708.90"
05/16/2017,"1,729.30"
05/17/2017,"1,801.30"
05/18/2017,"1,881.00"
05/19/2017,"1,962.00"
05/20/2017,"2,040.20"
05/21/2017,"2,044.20"
05/22/2017,"2,124.40"
05/23/2017,"2,272.60"
05/24/2017,"2,445.30"
05/25/2017,"2,307.20"
05/26/2017,"2,244.90"
05/27/2017,"2,052.40"
05/28/2017,"2,189.00"
05/29/2017,"2,278.20"
05/30/2017,"2,192.60"
05/31/2017,"2,303.30"
06/01/2017,"2,412.60"
06/02/2017,"2,492.60"
06/03/2017,"2,545.40"
06/04/2017,"2,524.10"
06/05/2017,"2,705.00"
06/06/2017,"2,870.50"
06/07/2017,"2,691.50"
06/08/2017,"2,798.80"
06/09/2017,"2,811.40"
06/10/2017,"2,900.30"
06/11/2017,"2,973.40"
06/12/2017,"2,656.80"
06/13/2017,"2,713.00"
06/14/2017,"2,467.30"
06/15/2017,"2,442.50"
06/16/2017,"2,508.60"
06/17/2017,"2,655.10"
06/18/2017,"2,539.60"
06/19/2017,"2,616.80"
06/20/2017,"2,754.40"
06/21/2017,"2,677.60"
06/22/2017,"2,722.80"
06/23/2017,"2,710.40"
06/24/2017,"2,590.10"
06/25/2017,"2,541.60"
06/26/2017,"2,446.10"
06/27/2017,"2,583.80"
06/28/2017,"2,577.70"
06/29/2017,"2,558.40"
06/30/2017,"2,480.60"
07/01/2017,"2,424.60"
